접수일,처리부서,접수번호,청구제목,청구내용,결정구분,처리기간
2024-08-02,예담시 늘품구 보건행정과,FOI-2024-01741,식중독 사고 발생 시 가해업소 입증절차 및 행정처분 취소기준 사례 (1741호),"법률 관리 직종에서 근무하며 식품위생 관련 행정처분의 적법성 판단 기준을 알고 싶습니다. 식중독 집단발생 시 가해업소 판정 기준, 역학조사 절차, 영업정지 처분 취소 및 감경 사례, 법원 취소소송 결과, 시정여부 판단 기준 등을 조회해 주시기 바랍니다. 관련 판례 및 행정지도 사례 포함해 주세요.",부분공개,19
2023-06-30,가람시 열린구 보건행정과,FOI-2023-01742,식품위생법 위반 과태료 산정기준 및 체납처분 절차 내역 (1742호),"법무부서 근무중에 있어 행정처분 근거 마련을 위한 자료를 필요로 합니다. 식품위생법 위반 유형별 과태료 산정기준표, 위반 정도에 따른 가중감경 기준, 체납 발생 현황, 체납처분 절차 및 강제집행 현황을 알려주시기 바랍니다. 납부고지 후 이의 신청 절차 및 처리기간도 포함해 주세요.",부분공개,6
2025-08-17,누리시 바른구 보건행정과,FOI-2025-01743,영업허가 신청 반려사유 및 보완요구 사항 통계 분석 자료 (1743호),"법무 담당자로서 고객 상담 중 영업허가 신청 과정에 어려움을 호소하는 경우가 많습니다. 최근 2년간 식품영업 영업허가 신청 건수, 반려 및 반려율, 반려 주요 사유 유형별 분포, 보완요구 평균 횟수, 처리기간 초과 사례 등을 통계로 알려주시기 바랍니다. 반려 사유별 사전안내 조치 현황도 포함해 주세요.",비공개,1
2023-07-29,가람시 새빛구 보건행정과,FOI-2023-01744,위생점검 결과 이의신청 접수 및 처리 현황 3개년 분석 (1744호),"배우자 및 자녀와 함께 거주하며 지역 공공기관의행정 처리 투명성에 관심이 많습니다. 우리 지역 위생점검 결과에 대한 이의신청 접수건수, 인용 및 기각 비율, 처리기간, 주요쟁점 유형, 행정처분 변경 또는 유지 결정 사례를 최근 3년간 분석하여 알려주시기 바랍니다. 이의신청 비용 및 절차 포함해 주세요.",부분공개,13
2024-07-25,해솔시 보건행정과,FOI-2024-01745,영업정지 처분 기간 단축 및 조기 해제 기준 및 실적 현황 (1745호),"법률 업무 담당자로서 처분의 실효성 및 형평성 판단 기준을 확인하고 싶습니다. 식품위생법 위반 영업정지 처분 중 조기 해제 또는 기간 단축이 이루어진 사례, 그 판단기준 및 요건, 해제 전 이행점검 결과, 재발방지 교육 수료 여부 등을 알려주시기 바랍니다. 조기 해제 거부 사례 및 그 사유 포함해 주세요.",공개,13
2024-10-18,라온군 보건행정과,FOI-2024-01746,온빛도서관 앞 주변 포장마차 및 좌식영업장 위생점검 결과 및 개선지도 현황 (1746호),"부모님과 조부모님과 함께 거주하며 고령가족이 이용하는 시설 주변 위생 상태를 확인하고 싶습니다. 온빛도서관 앞 및 주변 포장마차, 좌식영업장 최근 2년간 위생점검 실시 횟수, 지적사항, 행정처분 종류 및 기간, 영업장별 개선지도 이행 현황을 요청합니다. 고령자 이용시설 위생 기준 포함해 주세요.",비공개,11
2023-02-23,라온군 환경위생과,FOI-2023-01747,의료기관 및 요양시설 식품위생 관리기준과 특별점검 추진 현황 (1747호),"가족 중 만성질환자가 있어 해당 시설 식품안전성이 걱정됩니다. 우리 지역 의료기관, 요양원, 재활원 등 취약계층 이용시설의 식품위생 관리기준, 식품위생책임자 선임현황, 특별점검 추진 내용 및 결과, 위반사항 및 행정처분 내역을 알려주시기 바랍니다. 급식위탁업체 선정 기준 포함해 주세요.",부분공개,13
2025-02-06,예담시 늘품구 환경위생과,FOI-2025-01748,노인 취약계층 대상 식품배달 서비스 위생관리 기준 및 점검 실적 (1748호),"조부모님을 모시고 있어 독거노인 식품배달 서비스 위생 상태가 걱정됩니다. 우리 지역 노인복지시설 및 독거노인 식품배달 사업 추진 현황, 배달식 위생관리 기준, 배달업체 선정 및 점검 실적, 배달식 품질검사 결과, 이상 반응 발생 시 대응절차를 알려주시기 바랍니다. 최근 2년간 배달식 관련 민원 처리 기록도 포함해 주세요.",공개,8
2025-03-17,미래군 환경위생과,FOI-2025-01749,통신망 기반 식품유통 추적 시스템 도입 및 운영 현황 (1749호),"통신망 운영 기술자로서 식품유통 분야 IT 적용 현황에 관심이 많습니다. 우리 지역 식품유통 이력추적 시스템 도입 현황, RFID 등 기술 적용 범위, 시스템 운영 비용 및 효과분석, 시스템 접속 가능 수, 실시간 추적 서비스 이용률 등을 알려주시기 바랍니다. 시스템 장애 발생 이력 포함해 주세요.",부분공개,5
2022-06-17,누리시 바른구 환경위생과,FOI-2022-01750,연구용 식품시료 및 검사기관 지정 기준 변경 내역 (1750호),"기술 연구원으로서 식품위생 검사방법론에 관심을 갖고 있습니다. 우리 지역 지정검사기관 선정 기준, 최근 검사기관 지정 또는 지정취소 현황, 검사비용 고지 방식, 검사방법 기준 개정 내역, 검사성적서 발급 대기시간 통계 등을 알려주시기 바랍니다. 소규모 시험검사기관 관련 지원사업 포함해 주세요.",공개,18
2025-11-18,예담시 늘품구 문화체육과,FOI-2025-01751,너울천 산책로 노인 접근성 개선 계획 관련 자료 청구 (1751호),"최근 다리를 불편하게 하여 너울천 산책로를 자주 찾지 못하고 있습니다. 해당 산책로의 경사도 개선 계획, 노인 전용 휴게 공간 설치 계획, 통행 불편 지역 해소 사업 추진 현황을 알고 싶습니다. 추진 기간과 예산 배정 내역을 함께 알려주시기 바랍니다.",공개,10
2025-01-19,가람시 새빛구 문화체육과,FOI-2025-01752,해솔문화광장 야간 조명 시설 점검 및 교체 일정 자료 청구 (1752호),"해솔문화광장은 야간에 조명이 어두워 발걸음이합니다. 현재 조명 시설 상태, 마지막 점검 일시, 교체 예정 시기, 야간 조명 밝기 기준치를 파악하여 안전하게 이용하고 싶습니다. 조명 밝기 측정 기록도 함께 제공해주십시오.",부분공개,6
2022-06-29,가람시 열린구 공원녹지과,FOI-2022-01753,한울초 주변 통학로 보행 환경 안전 점검 결과 자료 청구 (1753호),"한울초 주변 통학로를 다니는데 가로등 간격이 넓어 위험합니다. 해당 통학로의 보행 환경 안전 점검 결과, 가로등 설치 위치 및 간격, 사고 이력, 개선 사업 추진 여부를 알려주시기 바랍니다. 개선 우선순위 선정 기준도 궁금합니다.",부분공개,4
2023-04-22,예담시 늘품구 공원녹지과,FOI-2023-01754,도담천 산책로 안내 표지판 설치 현황 및 관리 체계 자료 청구 (1754호),"도담천 산책로를 산책할 때 방향을 알기 어려워 곤란합니다. 현재 설치된 안내 표지판 위치도, 표지판 제작 및 설치 비용, 관리 담당 부서와 주기, 노후 표지판 교체 계획을 알려주시기 바랍니다. 분실 시 신고 체계도 있으면 좋겠습니다.",공개,10
2024-05-01,여울시 단비구 공원녹지과,FOI-2024-01755,새빛시장 주변 공원 벤치 배치 현황 및 계획 자료 청구 (1755호),"무릎이 좋지 않아 산책 중 쉬어야 할 곳이 필요합니다. 새빛시장 주변 공원 내 벤치 배치 현황, 현재 비치된 벤치 수량, 벤치 간 평균 거리, 향후 계획과 예산 배정 규모를 알려주시기 바랍니다. 벤치 안전 점검 주기도 함께 알고 싶습니다.",공개,8
2022-09-06,누리시 바른구 공원녹지과,FOI-2022-01756,열린마을 공원 놀이터 시설 안전 점검 기록 자료 청구 (1756호),"부모님과 함께 열린마을 공원 놀이터를 자주 이용합니다. 놀이터 시설 안전 점검 실시 여부와 빈도, 최근 점검 일시와 결과, 고장 또는 파손 신고 처리 절차, 안전 기준 적합 여부를 확인하고 싶습니다. 점검표 항목도 제공해주십시오.",부분공개,10
2025-06-11,해솔시 문화체육과,FOI-2025-01757,누리버스 정류장에서 열린마을 공원까지 야간 통학로 조명 가로등 현황 자료 청구 (1757호),"새벽에 출근하면서 누리버스 정류장 근처를 지나갑니다. 누리버스 정류장에서 열린마을 공원 방향 야간 조명 가로등 설치 위치, 가로등 간 거리, 야간 시간, 최근 고장 신고 이력을 알고 싶습니다. 결빙 시 미끄럼 방지 시설 유무도 확인 부탁드립니다.",부분공개,13
2024-10-29,너울시 물빛구 공원녹지과,FOI-2024-01758,샘물동 생활권 내 공원 범죄 예방 치안 시설 현황 자료 청구 (1758호),"혼자 생활하며 안전이 걱정됩니다. 샘물동 생활권 내 공원 범죄 예방 치안 시설 설치 현황, CCTV 설치 대수와 위치, 비상벨 설치 여부와 위치, 순찰 강화 시간대를 알고 싶습니다. 최근 3년간 공원 내 범죄 발생 건수도 함께 알려주십시오.",공개,5
2024-04-08,도담군 공원녹지과,FOI-2024-01759,맑은마을 커뮤니티센터 인근 공원 모기 예방 소독 일정 자료 청구 (1759호),"알레르기 체질이라 모기에 많이 물립니다. 맑은마을 커뮤니티센터 인근 공원 모기 예방 소독 실시 시기, 소독 약품 종류와 성분, 소독 후 시간, 주기적 실시 여부와 일정을 알고 싶습니다. 소독 효과 평가 결과도 있으면 좋겠습니다.",부분공개,20
2024-01-09,여울시 단비구 문화체육과,FOI-2024-01760,가람공공청사 주변 녹지대 관리 인력 배치 현황 자료 청구 (1760호),"가람공공청사 주변 녹지대가합니다. 해당 녹지대 관리 인력 배치 현황, 관리 담당 직원 수, 순회 근무 일정, 관리 외주 용역 계약 여부와 업체명을 알고 싶습니다. 관리 수준 기준과 점검 주기도 알려주시기 바랍니다.",부분공개,11
2024-02-08,온빛시 공원녹지과,FOI-2024-01761,공원 관리 용역 예산 규모 및 집행 내역 자료 청구 (1761호),"현재 구직 중으로 공원 관리 일자리를 알아보고 있습니다. 올해 샘물동 생활권 공원 관리 용역 예산 규모, 용역비 지급 수준, 계약 기간, 작업 내용 상세, 근로 조건 및 여부를 알고 싶습니다. 향후 용역 신규 계획도 알려주십시오.",부존재,8
2024-01-30,라온군 문화체육과,FOI-2024-01762,공원 관리 용역 업체 선정 평가 기준 자료 청구 (1762호),"공원 관리 용역 입찰에 참여하고 싶습니다. 용역 업체 선정 시 평가 기준 항목과 배점, 자격 요건, 낙찰 방법, 과거 입찰 공고문과 심사결과를 알고 싶습니다. 적용 여부와 기준도 함께 알려주십시오.",공개,18
2025-08-13,세움시 맑은구 공원녹지과,FOI-2025-01763,공원 제초 및 환경미화 작업 기준 및 주기 자료 청구 (1763호),"공원 청결 상태가 좋지 않아됩니다. 공원 내 제초 작업 기준과 주기, 환경미화 작업 범위와도, 시간대 제한 규정, 작업 인력 배치 기준을 알고 싶습니다. 최근 1년간 제초 작업 불이행 민원 건수도 함께 알려주십시오.",공개,8
2022-11-06,예담시 늘품구 문화체육과,FOI-2022-01764,공원 내기 및 화장실 위치 자료 청구 (1764호),"건강을 위해 산책 시 물을 많이 먹습니다. 열린마을 공원 내기 설치 위치와 수량, 사용 가능 시간, 점검 및 세척 주기를 알고 싶습니다. 화장실 위치와 개방 시간, 청소 주기도 함께 알려주십시오. 겨울철 동파 방지 조치 내용도 있으면 좋겠습니다.",부분공개,1
2022-08-26,가람시 열린구 공원녹지과,FOI-2022-01765,공원 내 유해식물 및 독성 식물 제거 작업 현황 자료 청구 (1765호),"아이의 안전이 걱정되어 확인합니다. 공원 내 유해식물 및 독성 식물 종류, 해당 식물 제거 작업 실시 여부와 시기, 방치 시 건강 위험 정도, 표시 및 안내 표지판 설치 현황을 알고 싶습니다. 최근 유해 식물 관련 사고 또는 민원 발생 이력도 알려주십시오.",부분공개,20
2024-11-20,해솔시 공원녹지과,FOI-2024-01766,가온로 보행구간 및 열린마을 공원 야간 안전 환경 실태 조사 결과 자료 청구 (1766호),"저녁에 산책할 때 안전이 걱정됩니다. 가온로 보행구간 및 열린마을 공원 야간 안전 환경 실태 조사 실시 여부, 조사 항목과 방법, 결과 평가, 개선 필요 영역 도출 내용, 향후 수립 계획을 알고 싶습니다. 조사 보고서도 제공해주십시오.",부분공개,2
